10  10.497500 0.133298 
20  15.130000 0.361860 
30  18.782500 0.424003
40  22.305000 0.693505 
50  25.415000 0.738961 
60  27.582500 0.704151 
70  29.350000 0.790949 
80  31.515000 1.190011
90  33.272500 0.905894
100  36.175000 1.145816 
110  38
120   40
