10  8.686735 0.063041 
20  12.093878 0.126604 
30  15.132857 0.221015 
40  17.405306 0.248764 
50  20.122857 0.338365 
60  21.489388 0.286118 
70  23.5965510 0.352697 
80  25.176939 0.432883 
90  26.609592 0.459060 
100  29.0200408 0.489594 
110  30.930816 0.495139 
120  32.981020 0.567916 
