10  13.959796 0.178271 
20  20.225102 0.259561 
30  25.978776 0.379177 
40  29.795510 0.474381 
50  35.214898 0.529533 
60  39.460000 0.681695 
70  44.360000 0.767150 
80  48.820204 0.834865 
90  52.507551 0.983703 
100  56.119796 1.019567 
110  59.365102 0.963100 
120  63.186122 1.123041 
