10  14.999444 0.209773 
20  22.441389 0.377417 
30  29.221944 0.558981 
40  36.023333 0.754271 
50  43.230833 0.948619 
60  50.276389 1.069215 
70  55.701389 1.541502 
80  60.956667 1.6176975 
90  68.093333 1.895363 
100  73.104722 1.931611 
110  79.395833 2.020054 
120  85.852222 2.022322 
