10  14.557600 0.240792 
20  22.005200 0.410522 
30  28.232000 0.549514 
40  33.237200 0.665485 
50  39.899200 0.897933 
60  45.971200 1.231073 
70  50.402800 1.200587 
80  56.902800 1.283401 
90  62.270800 1.433465 
100  64.478800 1.681384 
110  68.804800 1.740950 
120  70.400400 1.654040 
