10  7.398571 0.061971 
20  9.987347 0.104639 
30  11.998367 0.142835 
40  13.947755 0.197891 
50  15.578163 0.214169 
60  17.286122 0.267348 
70  18.986122 0.235411 
80  21.520612 0.336991 
90  22.275510 0.347398 
100  23.800204 0.420947 
110  24.641837 0.416145 
120  26.891633 0.476368 
