10  10.645102 0.087519 
20  14.985918 0.191305 
30  18.647143 0.241574 
40  21.648367 0.310987 
50  24.730204 0.367555 
60  26.990204 0.401141 
70  29.748571 0.399038 
80  32.582041 0.512446 
90  35.0418367 0.579730 
100  36.9798571 0.613320 
110  39.573469 0.693308 
120  41.820816 0.658275 
