10  15.849600 0.230877 

20  24.436800 0.491718 

30  31.331200 0.638758 

40  37.424000 0.874722 

50  43.486400 0.936046 

60  49.242800 1.311861 

70  56.496000 1.286223 

80  61.847600 1.598220 

90  67.206000 1.680099 

100  71.040000 1.768617 

110  78.573600 2.453570 

120  83.775600 2.172465 
