10  7.658163 0.072426 
20  10.648776 0.115963 
30  12.767551 0.159891 
40  15.009796 0.178925 
50  16.661837 0.229325 
60  18.472857 0.318156 
70  20.141633 0.315242 
80  21.900612 0.371984 
90  23.579388 0.366941 
100  25.218367 0.422492 
110  26.228776 0.468145 
120  27.484694 0.406811 
