10  6.648600 0.042904 
20  9.030900 0.074762 
30  11.056800 0.115784 
40  12.958100 0.143358 
50  14.341600 0.172957 
60  15.928200 0.189581 
70  17.5879300 0.227162 
80  18.937000 0.236392 
90  20.384600 0.305963 
100  21.15300 0.284384 
110  22.401100 0.275138 
120  23.711800 0.350555 
