0.01 1.996 0.005
0.05 1.943 0.005 
0.1  1.861 0.005 
0.2  1.789 0.005
0.3  1.762 0.003
0.4  1.742  0.003 
0.5  1.738 0.003
0.6 1.729 0.003
0.7  1.725 0.003
0.8  1.720 0.002
0.9   1.717  0.002
1.0   1.711  0.002
