10  11.958367 0.107933 
20  17.471633 0.194182 
30  22.340204 0.318955 
40  25.489184 0.354469 
50  28.638163 0.443498 
60  32.308571 0.551790 
70  35.272449 0.582540 
80  38.610816 0.614094 
90  41.941633 0.628129 
100  43.716327 0.702546 
110  47.621020 0.878152 
120  48.570816 0.770622 
