10  2.473141  
20  2.324381  
30  2.273999  
40  2.2503328  
50  2.23851935  
60  2.2271516  
70  2.215455  
80  2.2129056  
90  2.215657  
100  2.209562  
110  2.20713  
120  2.2039478  
