10  9.448367 0.067361 
20  13.357143 0.144774 
30  16.688980 0.189333 
40  19.291020 0.279275 
50  22.030000 0.341687 
60  24.277959 0.395501 
70  26.343265 0.427564 
80  27.728571 0.413144 
90  30.701429 0.478490 
100  33.082857 0.583828 
110  34.696327 0.608256 
120  36.175918 0.646178 
