10  13.677500 0.381976 
20  20.122500 0.642616
30  25.247500 0.848495  
40  30.722500 0.817355 
50  34.277500 1.155084 
60  38.567500 1.062705 
70  42.572500 1.666330 
80  46.550000 1.227839 
90  50.012500 1.470731 
100  53.935000 1.616521 
110  57.907500 2.019435
120  60.997500 2.215639 



