10  8.770000 0.109510 
20  12.015000 0.247010 
30  14.625000 0.372785 
40  17.507500 0.397528 
50  18.752500 0.537895 
60  21.160000 0.480112 
70  22.782500 0.639934 
80  25.217500 0.705986
90  27.667500 0.953463 
100  29.175000 0.803978 
110  30.405000 0.652245 
120  31.507500 1.021196 

