10  7.952041 0.060323 
20  11.201633 0.132803 
30  13.776735 0.170053 
40  15.904082 0.190540 
50  17.846122 0.239538 
60  19.995306 0.301337 
70  21.478776 0.312146 
80  23.534286 0.398466 
90  24.789796 0.392839 
100  26.896327 0.442216 
110  28.501429 0.441076 
120  30.583265 0.460712 
